"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT1G48930",0,8.7690262668702,0.448,0.007,0,"trichoblast","AT1G48930"
"AT2G24980",0,9.30562979385657,0.448,0.008,0,"trichoblast","AT2G24980"
"AT5G06630",0,9.66535199833904,0.445,0.007,0,"trichoblast","AT5G06630"
"AT5G19800",0,8.60921981668678,0.445,0.008,0,"trichoblast","AT5G19800"
"AT2G41970",0,8.47991510361138,0.443,0.007,0,"trichoblast","AT2G41970"
"AT3G07070",0,8.10836742810742,0.443,0.009,0,"trichoblast","AT3G07070"
"AT1G27740",0,7.8442078041451,0.436,0.006,0,"trichoblast","AT1G27740"
"AT1G70460",0,8.2096231436393,0.433,0.004,0,"trichoblast","AT1G70460"
"AT5G40860",0,9.44855093270205,0.431,0.003,0,"trichoblast","AT5G40860"
"AT4G08410",0,8.43629157314788,0.433,0.005,0,"trichoblast","AT4G08410"
"AT3G49960",0,9.17260904308887,0.428,0.006,0,"trichoblast","AT3G49960"
"AT5G49270",0,7.79815189706055,0.426,0.005,0,"trichoblast","AT5G49270"
"AT3G60330",0,7.8592722132315,0.423,0.007,0,"trichoblast","AT3G60330"
"AT4G33880",0,9.32805564051549,0.416,0.004,0,"trichoblast","AT4G33880"
"AT3G60280",0,8.221047097548,0.416,0.006,0,"trichoblast","AT3G60280"
"AT4G13390",0,9.05686392070058,0.411,0.005,0,"trichoblast","AT4G13390"
"AT5G22410",0,8.91963832059977,0.409,0.006,0,"trichoblast","AT5G22410"
"AT2G441101",0,6.62539809712457,0.414,0.011,0,"trichoblast","AT2G44110"
"AT2G458901",0,5.50195062729156,0.404,0.015,0,"trichoblast","AT2G45890"
"AT4G184302",0,5.61528713771064,0.411,0.022,0,"trichoblast","AT4G18430"
"AT5G57530",0,9.23856972881888,0.384,0.004,0,"trichoblast","AT5G57530"
"AT2G322701",0,5.44441120234112,0.404,0.024,0,"trichoblast","AT2G32270"
"AT1G225001",0,5.48406046839567,0.394,0.015,0,"trichoblast","AT1G22500"
"AT1G30990",0,7.78533367851715,0.384,0.005,0,"trichoblast","AT1G30990"
"AT5G24313",0,9.05969736522686,0.382,0.003,0,"trichoblast","AT5G24313"
"AT3G10710",0,9.04329445421579,0.382,0.003,0,"trichoblast","AT3G10710"
"AT3G211801",0,6.95682869900033,0.384,0.006,0,"trichoblast","AT3G21180"
"AT5G24880",0,8.90693850711994,0.38,0.003,0,"trichoblast","AT5G24880"
"AT5G06990",0,8.02481005545532,0.382,0.006,0,"trichoblast","AT5G06990"
"AT2G47530",0,8.07347021484859,0.38,0.005,0,"trichoblast","AT2G47530"
"AT4G25790",0,8.55906477914518,0.384,0.009,0,"trichoblast","AT4G25790"
"AT1G63450",0,7.56060943989452,0.38,0.006,0,"trichoblast","AT1G63450"
"AT4G29180",0,7.9705036358974,0.38,0.006,0,"trichoblast","AT4G29180"
"AT5G63270",0,7.11376068687763,0.384,0.012,0,"trichoblast","AT5G63270"
"AT4G370701",0,6.39235639324943,0.384,0.012,0,"trichoblast","AT4G37070"
"AT4G30320",0,7.92491439370807,0.384,0.013,0,"trichoblast","AT4G30320"
"AT1G52660",0,8.7101887314172,0.372,0.003,0,"trichoblast","AT1G52660"
"AT5G61350",0,7.81455335793569,0.372,0.004,0,"trichoblast","AT5G61350"
"AT4G00460",0,6.4861776825241,0.375,0.007,0,"trichoblast","AT4G00460"
"AT2G18450",0,5.86553407629586,0.375,0.012,0,"trichoblast","AT2G18450"
"AT1G089901",0,7.26160196014907,0.36,0.005,0,"trichoblast","AT1G08990"
"AT5G13150",0,7.46313425584648,0.358,0.003,0,"trichoblast","AT5G13150"
"AT5G19790",0,9.19367065861669,0.353,0.002,0,"trichoblast","AT5G19790"
"AT4G250901",0,6.47213775301966,0.358,0.007,0,"trichoblast","AT4G25090"
"AT3G12540",0,8.91803621600327,0.345,0.002,0,"trichoblast","AT3G12540"
"AT5G23030",0,8.97388945073678,0.343,0.002,0,"trichoblast","AT5G23030"
"AT4G134401",0,5.62258033247709,0.353,0.012,0,"trichoblast","AT4G13440"
"AT1G54970",0,8.72914593621721,0.343,0.004,0,"trichoblast","AT1G54970"
"AT2G349101",0,5.11584299906144,0.355,0.019,0,"trichoblast","AT2G34910"
"AT5G550501",0,5.35122106199237,0.35,0.015,0,"trichoblast","AT5G55050"
"AT1G06923",0,9.45760237777659,0.331,0.003,0,"trichoblast","AT1G06923"
"AT1G73580",0,8.24037007521362,0.331,0.005,0,"trichoblast","AT1G73580"
"AT3G05155",0,6.13603686822256,0.331,0.01,0,"trichoblast","AT3G05155"
"AT1G73860",0,6.96170668766024,0.326,0.006,0,"trichoblast","AT1G73860"
"AT1G24620",0,8.67490136760718,0.316,0.001,0,"trichoblast","AT1G24620"
"AT1G52240",0,7.95164460864609,0.311,0.002,0,"trichoblast","AT1G52240"
"AT3G297801",0,5.01349337525117,0.319,0.011,0,"trichoblast","AT3G29780"
"AT4G22217",0,6.75587461468064,0.316,0.008,0,"trichoblast","AT4G22217"
"AT2G25240",0,8.44641518835806,0.307,0.003,0,"trichoblast","AT2G25240"
"AT3G15700",0,8.6307542639228,0.302,0.002,0,"trichoblast","AT3G15700"
"AT4G22080",0,9.11879862136817,0.302,0.002,0,"trichoblast","AT4G22080"
"AT2G22290",0,9.48507680872716,0.299,0.001,0,"trichoblast","AT2G22290"
"AT2G29620",0,8.4611785410298,0.299,0.002,0,"trichoblast","AT2G29620"
"AT5G61550",0,7.79809935039263,0.299,0.003,0,"trichoblast","AT5G61550"
"AT1G16440",0,7.81340267481267,0.297,0.003,0,"trichoblast","AT1G16440"
"AT1G54940",0,8.81254308715595,0.292,0.001,0,"trichoblast","AT1G54940"
"AT3G265001",0,6.07683914155366,0.294,0.008,0,"trichoblast","AT3G26500"
"AT1G69240",0,8.71773756551744,0.287,0.002,0,"trichoblast","AT1G69240"
"AT3G13782",0,6.91631153553381,0.292,0.007,0,"trichoblast","AT3G13782"
"AT4G33730",0,7.38577113837177,0.292,0.007,0,"trichoblast","AT4G33730"
"AT3G213401",0,5.96789242244086,0.287,0.005,0,"trichoblast","AT3G21340"
"AT4G107701",0,5.76256237085849,0.292,0.011,0,"trichoblast","AT4G10770"
"AT4G03330",0,7.53428080672793,0.282,0.003,0,"trichoblast","AT4G03330"
"AT3G225701",0,5.45043066592027,0.287,0.009,0,"trichoblast","AT3G22570"
"AT2G28440",0,6.96159258199001,0.282,0.004,0,"trichoblast","AT2G28440"
"AT1G02570",0,8.47190141997943,0.275,0.002,0,"trichoblast","AT1G02570"
"AT4G189401",0,6.83925910261915,0.275,0.004,0,"trichoblast","AT4G18940"
"AT4G26770",0,7.76648974387581,0.27,0.003,0,"trichoblast","AT4G26770"
"AT5G15890",0,7.64035503420507,0.265,0.002,0,"trichoblast","AT5G15890"
"AT1G63930",0,7.6206503053787,0.265,0.003,0,"trichoblast","AT1G63930"
"AT2G48080",0,5.91061874444078,0.268,0.008,0,"trichoblast","AT2G48080"
"AT5G458401",0,5.96084053854668,0.265,0.006,0,"trichoblast","AT5G45840"
"AT1G518601",0,6.14559034245549,0.263,0.005,0,"trichoblast","AT1G51860"
"AT5G65090",0,6.02321845269532,0.263,0.007,0,"trichoblast","AT5G65090"
"AT5G57540",0,8.76191701408598,0.255,0.001,0,"trichoblast","AT5G57540"
"AT5G23980",0,8.85431061839288,0.255,0.002,0,"trichoblast","AT5G23980"
"AT3G01730",0,8.60609220968853,0.251,0.001,0,"trichoblast","AT3G01730"
"AT5G61650",0,7.67338033948433,0.251,0.004,0,"trichoblast","AT5G61650"
"AT1G12150",0,9.06447978410642,0.241,0.001,0,"trichoblast","AT1G12150"
"AT2G190601",0,6.1351343376702,0.236,0.004,0,"trichoblast","AT2G19060"
"AT5G26080",0,10.1588071666546,0.231,0.001,0,"trichoblast","AT5G26080"
"AT4G04900",0,7.97943676066741,0.229,0.001,0,"trichoblast","AT4G04900"
"AT4G272901",0,6.65884387646387,0.231,0.004,0,"trichoblast","AT4G27290"
"AT1G290201",0,6.61409386658927,0.224,0.004,0,"trichoblast","AT1G29020"
"AT5G19560",0,6.87010173893956,0.224,0.004,0,"trichoblast","AT5G19560"
"AT1G59725",0,6.9705036358974,0.219,0.002,0,"trichoblast","AT1G59725"
"AT5G43230",0,9.00361194770934,0.217,0.001,0,"trichoblast","AT5G43230"
"AT5G11440",0,7.60913480141214,0.217,0.003,0,"trichoblast","AT5G11440"
"AT1G30850",0,8.6388821448062,0.209,0.001,0,"trichoblast","AT1G30850"
"AT2G26410",0,9.1278833840206,0.209,0.001,0,"trichoblast","AT2G26410"
"AT5G175901",0,6.49657244756499,0.209,0.003,0,"trichoblast","AT5G17590"
"AT3G54870",0,6.92194067045918,0.207,0.003,0,"trichoblast","AT3G54870"
"AT3G61300",0,8.15992481296551,0.202,0.001,0,"trichoblast","AT3G61300"
"AT1G79320",0,6.82446210069107,0.204,0.003,0,"trichoblast","AT1G79320"
"AT2G37670",0,6.7299638678507,0.204,0.003,0,"trichoblast","AT2G37670"
"AT1G61950",0,8.74208742693319,0.195,0.001,0,"trichoblast","AT1G61950"
"AT4G25220",0,8.50784811638582,0.195,0.002,0,"trichoblast","AT4G25220"
"AT4G25190",0,9.74057754187555,0.192,0,0,"trichoblast","AT4G25190"
"AT5G01280",0,7.69407137484806,0.19,0.001,0,"trichoblast","AT5G01280"
"AT1G33090",0,6.70746923006361,0.19,0.003,0,"trichoblast","AT1G33090"
"AT4G33020",0,8.93397775987229,0.187,0.001,0,"trichoblast","AT4G33020"
"AT4G09100",0,7.73805754989703,0.182,0.001,0,"trichoblast","AT4G09100"
"AT1G11655",0,7.34134133126571,0.178,0.002,0,"trichoblast","AT1G11655"
"AT1G01453",0,7.9851504118618,0.173,0.001,0,"trichoblast","AT1G01453"
"AT3G20557",0,8.56231980765962,0.173,0.001,0,"trichoblast","AT3G20557"
"AT2G39690",0,7.900114308006,0.17,0.001,0,"trichoblast","AT2G39690"
"AT1G01660",0,7.16661256914337,0.17,0.002,0,"trichoblast","AT1G01660"
"AT5G62310",0,7.1713226452855,0.168,0.001,0,"trichoblast","AT5G62310"
"AT1G45545",0,10.1173450242267,0.165,0,0,"trichoblast","AT1G45545"
"AT3G462701",0,7.75757154381002,0.165,0.001,0,"trichoblast","AT3G46270"
"AT1G55640",0,8.92802030457589,0.163,0,0,"trichoblast","AT1G55640"
"AT3G09330",0,7.170344215244,0.165,0.002,0,"trichoblast","AT3G09330"
"AT4G25940",0,7.21377478690977,0.161,0.001,0,"trichoblast","AT4G25940"
"AT1G05990",0,7.94450842736446,0.156,0.001,0,"trichoblast","AT1G05990"
"AT2G38100",0,8.2205989860237,0.153,0.001,0,"trichoblast","AT2G38100"
"AT4G38390",0,9.86358843198089,0.151,0,0,"trichoblast","AT4G38390"
"AT4G20190",0,9.39196740433568,0.148,0,0,"trichoblast","AT4G20190"
"AT1G51880",0,7.98911931406475,0.148,0.001,0,"trichoblast","AT1G51880"
"AT3G46760",0,7.6388821448062,0.141,0.001,0,"trichoblast","AT3G46760"
"AT1G07795",4.96271742826669e-308,6.66322231697444,0.178,0.002,1.0756690025768e-303,"trichoblast","AT1G07795"
"AT4G07960",2.17604748744641e-307,6.29641524470326,0.236,0.007,4.7165829290401e-303,"trichoblast","AT4G07960"
"AT1G27140",2.38272122606997e-307,5.22272760596532,0.411,0.031,5.16454825750665e-303,"trichoblast","AT1G27140"
"AT4G250701",1.6164266992995e-304,5.68816867410467,0.219,0.006,3.50360487073167e-300,"trichoblast","AT4G25070"
"AT5G26320",1.68341150143082e-304,8.74057754187555,0.144,0.001,3.6487944293513e-300,"trichoblast","AT5G26320"
"AT2G18640",5.87705553422473e-302,7.98757714925634,0.136,0,1.27385178704321e-297,"trichoblast","AT2G18640"
"AT2G015401",6.05173597920675e-300,5.52472966952642,0.689,0.118,1.31171377349306e-295,"trichoblast","AT2G01540"
"AT1G03550",7.40898707945573e-295,5.27633120349601,0.324,0.018,1.60589794947203e-290,"trichoblast","AT1G03550"
"AT4G34930",8.86895785015321e-294,6.0335134334232,0.221,0.006,1.92234661402071e-289,"trichoblast","AT4G34930"
"AT2G046802",2.92243075574646e-292,5.38311439778171,0.258,0.01,6.33436866308045e-288,"trichoblast","AT2G04680"
"AT3G46900",4.63641760649884e-292,8.70230752494783,0.146,0.001,1.00494351620862e-287,"trichoblast","AT3G46900"
"AT5G49870",1.64173291954329e-291,6.51917000739557,0.17,0.002,3.55845610311008e-287,"trichoblast","AT5G49870"
"AT3G07490",1.81882017305334e-291,7.01454419685661,0.197,0.004,3.94229272509311e-287,"trichoblast","AT3G07490"
"AT1G34510",1.80258770508265e-289,9.80988741214764,0.127,0,3.90710885076665e-285,"trichoblast","AT1G34510"
"AT2G15350",2.76604835572496e-289,9.68671066989681,0.124,0,5.99540981103384e-285,"trichoblast","AT2G15350"
"AT3G076001",4.17922448271461e-287,5.68478527919213,0.241,0.008,9.05846906628391e-283,"trichoblast","AT3G07600"
"AT4G298001",6.17395420491744e-279,5.69748514149099,0.243,0.009,1.33820457391586e-274,"trichoblast","AT4G29800"
"AT2G20030",1.25947017398211e-277,8.4299352545347,0.122,0,2.72990160210622e-273,"trichoblast","AT2G20030"
"AT3G47740",9.42238850017761e-273,8.03761783175594,0.124,0,2.0423027074135e-268,"trichoblast","AT3G47740"
"AT4G19680",2.97240750689926e-271,6.22472399296075,0.214,0.007,6.44269327120414e-267,"trichoblast","AT4G19680"
"AT5G05840",6.4704242907916e-269,7.33307371528211,0.136,0.001,1.40246446502908e-264,"trichoblast","AT5G05840"
"AT5G18910",1.85978940899898e-268,7.40018791114065,0.127,0.001,4.03109354400528e-264,"trichoblast","AT5G18910"
"AT1G26360",6.92563253972733e-267,7.85244787437569,0.122,0,1.5011308529859e-262,"trichoblast","AT1G26360"
"AT2G23960",1.00353219661712e-266,5.04184241761766,0.209,0.006,2.17515603616762e-262,"trichoblast","AT2G23960"
"AT5G241401",1.42836327579557e-261,5.13159397996495,0.268,0.013,3.0959774002869e-257,"trichoblast","AT5G24140"
"AT5G18661",1.04779207037057e-260,5.33307371528211,0.202,0.006,2.27108931252821e-256,"trichoblast","AT5G18661"
"AT1G02575",1.56345215408065e-260,8.78373512429168,0.117,0,3.3887825439698e-256,"trichoblast","AT1G02575"
"AT2G34330",4.33483474387382e-260,11.0700393094483,0.107,0,9.3957543073465e-256,"trichoblast","AT2G34330"
"AT3G593401",5.3848955146926e-255,6.15250146964029,0.178,0.004,1.16717610280962e-250,"trichoblast","AT3G59340"
"AT1G09176",1.21569107783842e-254,8.44855093270205,0.114,0,2.63501041121477e-250,"trichoblast","AT1G09176"
"AT5G41730",5.64557856586346e-254,10.0335134334232,0.107,0,1.22367915415091e-249,"trichoblast","AT5G41730"
"AT4G14280",6.32815443363228e-254,9.14042863733971,0.107,0,1.3716274734898e-249,"trichoblast","AT4G14280"
"AT4G30560",4.24640092385829e-252,5.52571879322451,0.304,0.02,9.20407400246284e-248,"trichoblast","AT4G30560"
"AT3G43930",4.35704602614037e-248,9.77047902758941,0.105,0,9.44389726165925e-244,"trichoblast","AT3G43930"
"AT1G60050",1.71460138210688e-246,7.91803621600327,0.119,0.001,3.71639849571666e-242,"trichoblast","AT1G60050"
"AT4G163501",1.06288678562557e-245,5.15561504115439,0.236,0.01,2.30380710784343e-241,"trichoblast","AT4G16350"
"AT4G251101",5.46348711853712e-243,5.74811121456095,0.175,0.004,1.18421083294292e-238,"trichoblast","AT4G25110"
"AT5G54040",7.84434351499283e-242,7.08796121744558,0.119,0.001,1.7002614568747e-237,"trichoblast","AT5G54040"
"AT2G02300",8.43371984180161e-238,8.28060629538798,0.109,0,1.8280087757105e-233,"trichoblast","AT2G02300"
"AT2G378201",5.55377134681846e-237,5.93879477617006,0.139,0.002,1.2037799394229e-232,"trichoblast","AT2G37820"
"AT5G26070",1.32249776671989e-236,8.74811121456095,0.105,0,2.86651390936536e-232,"trichoblast","AT5G26070"
"AT1G07460",1.47749104205947e-236,11.0879612174456,0.097,0,3.2024618336639e-232,"trichoblast","AT1G07460"
"AT5G42510",2.25000578537407e-236,9.1631487138398,0.102,0,4.8768875397983e-232,"trichoblast","AT5G42510"
"AT2G33460",2.77266568914485e-234,6.78558591997962,0.127,0.001,6.00975288122146e-230,"trichoblast","AT2G33460"
"AT4G04930",4.06916486265934e-234,6.52833000668104,0.127,0.001,8.81991483981411e-230,"trichoblast","AT4G04930"
"AT1G486401",1.27808492621632e-232,5.10134342936633,0.236,0.011,2.77024907757386e-228,"trichoblast","AT1G48640"
"AT2G38152",2.09160166061848e-232,6.65500181016947,0.124,0.001,4.53354659939055e-228,"trichoblast","AT2G38152"
"AT2G20520",2.86479839964252e-232,7.23996431089063,0.178,0.005,6.20945053122517e-228,"trichoblast","AT2G20520"
"AT5G21130",3.18285581041495e-231,7.97692990505683,0.105,0,6.8988399690744e-227,"trichoblast","AT5G21130"
"AT4G03500",3.55370138759122e-230,5.61547344598284,0.18,0.005,7.70264775760396e-226,"trichoblast","AT4G03500"
"AT5G44820",8.08778441483318e-229,5.33307371528211,0.178,0.005,1.75302727191509e-224,"trichoblast","AT5G44820"
"AT2G468601",1.51495058827068e-225,5.50976368757863,0.251,0.014,3.2836554000767e-221,"trichoblast","AT2G46860"
"AT5G56200",1.93505294836546e-220,7.33307371528211,0.112,0.001,4.19422726558215e-216,"trichoblast","AT5G56200"
"AT1G55290",3.35080255203191e-219,5.80425429259849,0.214,0.01,7.26286453152917e-215,"trichoblast","AT1G55290"
"AT4G11230",5.18267346793186e-216,5.44554844454052,0.173,0.005,1.12334447417423e-211,"trichoblast","AT4G11230"
"AT5G22560",7.68619472778294e-213,7.98077197135123,0.092,0,1.66598270724695e-208,"trichoblast","AT5G22560"
"AT2G289601",2.53034837120974e-210,5.01114562039475,0.141,0.003,5.48453009459711e-206,"trichoblast","AT2G28960"
"AT3G56500",9.55387829047728e-209,6.41107622728338,0.139,0.003,2.07080311946095e-204,"trichoblast","AT3G56500"
"AT5G02390",6.1167148794378e-207,9.36282105867616,0.088,0,1.32579795011814e-202,"trichoblast","AT5G02390"
"AT4G27480",1.11587394600011e-206,7.07003930944832,0.109,0.001,2.41865677795524e-202,"trichoblast","AT4G27480"
"AT3G51540",9.29482044901314e-204,6.36959959130722,0.119,0.002,2.0146523323236e-199,"trichoblast","AT3G51540"
"AT3G51350",2.65623163537565e-202,5.90617606079321,0.18,0.007,5.75738206967672e-198,"trichoblast","AT3G51350"
"AT1G64210",4.5224219680229e-201,9.47603166912415,0.085,0,9.80234961568964e-197,"trichoblast","AT1G64210"
"AT1G184201",6.96973251918112e-200,5.64780630876527,0.163,0.005,1.51068952353251e-195,"trichoblast","AT1G18420"
"AT4G34380",4.3009899168407e-197,7.79873728763092,0.092,0,9.32239564475222e-193,"trichoblast","AT4G34380"
"AT4G220701",4.47721316414845e-192,5.24287590631053,0.158,0.005,9.70435953329177e-188,"trichoblast","AT4G22070"
"AT5G23160",5.56190400823731e-190,7.35014722864105,0.102,0.001,1.20554269378544e-185,"trichoblast","AT5G23160"
"AT1G34540",7.3805124561319e-190,8.70230752494783,0.085,0,1.59972607486659e-185,"trichoblast","AT1G34540"
"AT1G75160",5.20686094454402e-184,8.44855093270205,0.083,0,1.12858710972992e-179,"trichoblast","AT1G75160"
"AT2G37370",8.15052611589912e-181,7.65500181016947,0.088,0.001,1.76662653562113e-176,"trichoblast","AT2G37370"
"AT5G23990",3.75680146640028e-178,8.37260207946875,0.08,0,8.14286717842261e-174,"trichoblast","AT5G23990"
"AT5G61260",1.25125846584093e-173,5.57818621311864,0.146,0.005,2.71210272471022e-169,"trichoblast","AT5G61260"
"AT5G03640",2.76670692463835e-171,5.79250533391941,0.131,0.004,5.99683725915362e-167,"trichoblast","AT5G03640"
"AT2G28990",1.43479036924752e-163,7.33307371528211,0.08,0.001,3.10990812534401e-159,"trichoblast","AT2G28990"
"AT3G513601",1.56187343227775e-162,5.40018791114065,0.109,0.002,3.38536066446202e-158,"trichoblast","AT3G51360"
"AT5G54050",2.93192329527691e-160,6.8805615105846,0.088,0.001,6.3549437425127e-156,"trichoblast","AT5G54050"
"AT3G58000",9.37545079323597e-155,7.02495141991978,0.085,0.001,2.0321289594339e-150,"trichoblast","AT3G58000"
"AT4G06536",6.8323095815365e-153,6.94450842736446,0.083,0.001,1.48090310179804e-148,"trichoblast","AT4G06536"
"AT1G18940",4.1253896540703e-151,5.02749361448223,0.168,0.009,8.94178207519739e-147,"trichoblast","AT1G18940"
"AT3G18570",4.48550333248802e-151,6.84326844760129,0.08,0.001,9.72232847316777e-147,"trichoblast","AT3G18570"
"AT4G20450",1.97924952475574e-149,7.1631487138398,0.078,0.001,4.29002334490807e-145,"trichoblast","AT4G20450"
"AT5G46870",3.35438038191523e-147,5.49664522090309,0.299,0.037,7.27061947780125e-143,"trichoblast","AT5G46870"
"AT1G09155",2.19651177929829e-145,5.08184861173795,0.136,0.006,4.76093928162903e-141,"trichoblast","AT1G09155"
"AT1G79250",3.06729351806833e-143,8.0335134334232,0.066,0,6.64835870041312e-139,"trichoblast","AT1G79250"
"AT3G59830",1.50795635861602e-142,5.95456209202838,0.095,0.002,3.26849540730021e-138,"trichoblast","AT3G59830"
"AT1G79860",3.37241434552037e-138,7.07003930944832,0.073,0.001,7.30970809391541e-134,"trichoblast","AT1G79860"
"AT1G135101",1.79581086398841e-137,5.87209993183641,0.105,0.003,3.89242004769488e-133,"trichoblast","AT1G13510"
"AT5G21080",3.1825268091525e-136,6.51862936843819,0.075,0.001,6.89812685883804e-132,"trichoblast","AT5G21080"
"AT2G44390",4.59378774342611e-136,6.30450456308534,0.083,0.001,9.95703493387609e-132,"trichoblast","AT2G44390"
"AT1G51620",4.36278097738926e-135,5.94450842736446,0.088,0.002,9.45632776849123e-131,"trichoblast","AT1G51620"
"AT4G388301",8.21723105011707e-135,5.32129654750576,0.092,0.002,1.78108483011288e-130,"trichoblast","AT4G38830"
"AT1G13500",1.31049307656956e-131,7.5961081211159,0.061,0,2.84049374346452e-127,"trichoblast","AT1G13500"
"AT5G077801",5.76914719860615e-131,5.08627995045553,0.112,0.004,1.25046265529788e-126,"trichoblast","AT5G07780"
"AT3G438901",1.53541590994028e-129,5.02988218297633,0.105,0.003,3.32801398479556e-125,"trichoblast","AT3G43890"
"AT5G41680",4.11241980019772e-129,5.28576800050375,0.117,0.005,8.91366991692857e-125,"trichoblast","AT5G41680"
"AT5G57200",9.31028132560053e-129,6.07003930944832,0.071,0.001,2.01800347732392e-124,"trichoblast","AT5G57200"
"AT1G25240",5.41411542552199e-127,6.64623160054174,0.068,0.001,1.17350951848189e-122,"trichoblast","AT1G25240"
"AT1G70450",5.23640984577715e-124,5.44113346113956,0.107,0.004,1.1349918340722e-119,"trichoblast","AT1G70450"
"AT1G23540",1.84297001278928e-121,6.74811121456096,0.066,0.001,3.99463750272077e-117,"trichoblast","AT1G23540"
"AT2G19410",4.90847947937327e-121,7.20754283319825,0.058,0,1.06391292715416e-116,"trichoblast","AT2G19410"
"AT1G651901",7.72037184499117e-118,6.5961081211159,0.066,0.001,1.67339059740184e-113,"trichoblast","AT1G65190"
"AT2G34940",1.03573447483572e-115,5.4316375497657,0.085,0.002,2.24495447420642e-111,"trichoblast","AT2G34940"
"AT3G50150",2.4747383141861e-115,7.55546613661856,0.056,0,5.36399529599838e-111,"trichoblast","AT3G50150"
"AT4G15740",2.12314496973651e-112,6.28416411480116,0.058,0.001,4.60191672190388e-108,"trichoblast","AT4G15740"
"AT5G06490",6.20747572047598e-111,7.20754283319825,0.056,0,1.34547036241317e-106,"trichoblast","AT5G06490"
"AT2G42140",1.2036891477171e-110,5.42958169613546,0.092,0.003,2.60899622767681e-106,"trichoblast","AT2G42140"
"AT1G24485",1.1015534589433e-107,8.02112970896737,0.049,0,2.3876171222596e-103,"trichoblast","AT1G24485"
"AT2G19770",7.50632079838908e-107,7.07003930944832,0.056,0.001,1.62699503305083e-102,"trichoblast","AT2G19770"
"AT5G22555",3.01831257769001e-105,6.94075629250335,0.054,0,6.54219251214309e-101,"trichoblast","AT5G22555"
"AT1G63600",1.26057800288174e-99,7.40018791114065,0.051,0,2.73230282124618e-95,"trichoblast","AT1G63600"
"AT3G13380",3.52346957512567e-96,5.15691676012828,0.095,0.004,7.6371203040849e-92,"trichoblast","AT3G13380"
"AT4G10780",1.24327175403364e-95,9.27167317061797,0.039,0,2.69479152686792e-91,"trichoblast","AT4G10780"
"AT1G29540",1.44868565959608e-95,8.20754283319825,0.041,0,3.1400261671745e-91,"trichoblast","AT1G29540"
"AT4G03070",1.47486815748994e-94,5.26268438739071,0.063,0.001,3.19677673135944e-90,"trichoblast","AT4G03070"
"AT5G48850",1.54739388784703e-94,5.19557019153218,0.085,0.003,3.35397625190844e-90,"trichoblast","AT5G48850"
"AT1G05020",1.39597480174419e-87,5.58210126312203,0.063,0.002,3.02577538278054e-83,"trichoblast","AT1G05020"
"AT5G23950",8.07703212599788e-85,6.1351343376702,0.054,0.001,1.75069671331004e-80,"trichoblast","AT5G23950"
"AT2G31480",7.07548419253665e-84,8.07003930944832,0.036,0,1.53361119873232e-79,"trichoblast","AT2G31480"
"AT5G27810",8.70300222909924e-83,6.55546613661856,0.044,0,1.88637573315726e-78,"trichoblast","AT5G27810"
"AT4G20160",1.10065921867092e-78,7.80700490361452,0.036,0,2.38567885646923e-74,"trichoblast","AT4G20160"
"AT2G210301",5.12824722415842e-78,5.24287590631053,0.058,0.002,1.11154758583634e-73,"trichoblast","AT2G21030"
"AT2G443401",6.96257486440942e-78,6.49353838747536,0.046,0.001,1.50913810186074e-73,"trichoblast","AT2G44340"
"AT5G49770",3.21680063644855e-77,6.33307371528211,0.041,0,6.97241537950223e-73,"trichoblast","AT5G49770"
"AT5G07650",1.01381318491965e-75,6.33307371528211,0.044,0.001,2.19744007831333e-71,"trichoblast","AT5G07650"
"AT1G47610",1.52702526729822e-75,7.01114562039475,0.039,0,3.30982726686888e-71,"trichoblast","AT1G47610"
"AT2G31985",6.60210557483864e-73,7.48507680872716,0.034,0,1.43100638334628e-68,"trichoblast","AT2G31985"
"AT4G08620",6.80179348141708e-73,6.81850054245235,0.034,0,1.47428873709715e-68,"trichoblast","AT4G08620"
"AT2G31220",2.37156888540521e-67,6.27862593125973,0.041,0.001,5.14037555911579e-63,"trichoblast","AT2G31220"
"AT4G01830",1.46297675762465e-64,6.18107062183706,0.041,0.001,3.17100212215144e-60,"trichoblast","AT4G01830"
"AT4G28088",3.77471510160926e-64,5.33307371528211,0.051,0.002,8.18169498273806e-60,"trichoblast","AT4G28088"
"AT1G05630",3.30480598372879e-63,5.05845133517311,0.063,0.003,7.16316696973215e-59,"trichoblast","AT1G05630"
"AT4G26830",1.03386503117691e-62,6.74811121456095,0.032,0,2.24090245507595e-58,"trichoblast","AT4G26830"
"AT5G02330",3.8604046188877e-62,6.10174816917565,0.039,0.001,8.36742701143908e-58,"trichoblast","AT5G02330"
"AT1G114901",4.23927385065549e-59,5.1631487138398,0.051,0.002,9.18862607129578e-55,"trichoblast","AT1G11490"
"AT4G22660",1.01318834150569e-54,7.44855093270205,0.024,0,2.19608573021358e-50,"trichoblast","AT4G22660"
"AT1G16225",1.4225742117538e-54,8.33307371528211,0.022,0,3.08342960397637e-50,"trichoblast","AT1G16225"
"AT3G52530",1.42258036302941e-54,8.44855093270205,0.022,0,3.08344293686624e-50,"trichoblast","AT3G52530"
"AT5G37800",1.86468858983844e-54,5.9705036358974,0.036,0.001,4.04171251847481e-50,"trichoblast","AT5G37800"
"AT1G60110",3.13679935680619e-52,6.03761783175594,0.032,0.001,6.79901260587742e-48,"trichoblast","AT1G60110"
